UNIQID	BY4743_log2_Fitness_Score_Rep1	BY4743_log2_Fitness_Score_Rep2	BY4743_log2_Fitness_Score_Rep3	BC187_log2_Fitness_Score_Rep1	BC187_log2_Fitness_Score_Rep2	BC187_log2_Fitness_Score_Rep3	DBVPG1373_log2_Fitness_Score_Rep1	DBVPG1373_log2_Fitness_Score_Rep2	DBVPG1373_log2_Fitness_Score_Rep3	YJM978_log2_Fitness_Score_Rep1	YJM978_log2_Fitness_Score_Rep2	YJM978_log2_Fitness_Score_Rep3	NCYC3290_log2_Fitness_Score_Rep1	NCYC3290_log2_Fitness_Score_Rep2	NCYC3290_log2_Fitness_Score_Rep3	Y12_log2_Fitness_Score_Rep1	Y12_log2_Fitness_Score_Rep2	Y12_log2_Fitness_Score_Rep3	YJM1389_log2_Fitness_Score_Rep1	YJM1389_log2_Fitness_Score_Rep2	YJM1389_log2_Fitness_Score_Rep3	YJM1592_log2_Fitness_Score_Rep1	YJM1592_log2_Fitness_Score_Rep2	YJM1592_log2_Fitness_Score_Rep3	YJM1273_log2_Fitness_Score_Rep1	YJM1273_log2_Fitness_Score_Rep2	YJM1273_log2_Fitness_Score_Rep3	YPS128_log2_Fitness_Score_Rep1	YPS128_log2_Fitness_Score_Rep2	YPS128_log2_Fitness_Score_Rep3	YPS163_log2_Fitness_Score_Rep1	YPS163_log2_Fitness_Score_Rep2	YPS163_log2_Fitness_Score_Rep3	YPS606_log2_Fitness_Score_Rep1	YPS606_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep1	Y2209_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep3	Y389_log2_Fitness_Score_Rep1	Y389_log2_Fitness_Score_Rep2	Y389_log2_Fitness_Score_Rep3	Y7568_log2_Fitness_Score_Rep1	Y7568_log2_Fitness_Score_Rep2	Y7568_log2_Fitness_Score_Rep3
YML077W	-0.073063	-0.621488	-0.272372	0.828888	0.247093	0.773724	0.00E+00	0.00E+00	0.00E+00	-0.108934	-0.817136	-0.652077	1.75743	-1.499571	-0.678072	-0.954196	-0.238787	0.943416	-0.604071	-1.182203	-0.115477	-0.630766	0.357552	0.243926	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.030768	1.058769	-0.139725	0.490326	-0.226276	0.074001	-0.76184	-1.154328	-0.544321	-0.5025	-0.245112
YOR308C	-0.283172	-0.54409	-0.440573	0.335486	0.029953	0.11877	0.059297	-0.623309	0.034216	-1.289507	-1.069042	-1.777608	1.102362	-1.28739	-0.438121	-0.940761	-0.082989	-0.864186	-0.801921	-0.059706	-0.207993	-0.097141	0.226004	-0.454115	0.170596	0.324435	-0.011141	0.576298	-0.158262	0.032605	0.691878	0.256637	0.120798	0.521093	0.915405	0.272526	0.458699	0.318822	-0.051399	-0.71114	-0.463401	-0.383329	-0.588275	-0.328623
YDR490C	-0.394532	-0.656795	-0.169925	0.239541	0.230922	0.073657	0.031536	-0.203533	0.466318	-1	-1.11221	-1.645504	0.389274	-0.980371	-0.411814	-0.024453	-0.139823	-0.08092	-0.3106	0.044669	-0.25952	0.20519	0.044394	-0.199506	0.321928	-1.100694	-0.258734	-0.204141	0.345135	0.046393	0.612539	0.568117	0.502954	0.352696	-0.048146	-0.443607	-0.885965	1	-0.238512	-0.165059	-0.60224	-0.084213	-0.12059	-0.122857
YLR228C	-0.254183	-0.066089	-0.024662	-0.249778	-0.419539	-1.545741	-2.169925	-1.505891	-2	-2.678072	-1.425306	-2.211504	-0.451107	-0.957565	-0.019365	-0.426478	0.147899	-0.052467	0.434937	0.150679	-0.065184	0.695419	1.091423	0.400824	-0.612977	-0.169925	-0.343484	0.541019	-0.277812	0.308122	0.612396	0.819918	0.705553	1.299954	0.299777	0.086588	-0.240204	-0.661415	-1.734811	-0.51245	0.145677	-0.483083	-0.584963	-0.401473
YMR300C	-0.175572	-0.531851	-0.584963	-0.601451	-0.724366	-0.600006	-0.580375	-1.526368	-0.473371	-0.616671	-0.73016	-1.959923	1.029747	-2.169925	-0.736966	-0.488887	-1.287163	-1.267284	-0.521237	0.046393	0.097024	0.190431	0.458488	0.690145	-1.316027	-2.303192	-1.327805	0.455499	0.345135	0.760993	2.686501	1.92785	1.731511	1.605004	1.196273	0.168398	-0.678072	-0.608421	-0.528248	-0.312939	-0.107484	-0.746025	-0.619178	-0.527932
YCL069W	0.961526	0.601451	0.23816	-1.523562	-0.341037	1.459432	0.00E+00	0.00E+00	0.00E+00	-1.169925	-2.807355	-1.289507	0.00E+00	0.00E+00	0.00E+00	-0.874469	-0.214125	-0.793549	0.573735	1.176878	0.146841	-1.447459	0.125531	-1.628031	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.321928	0.514573	-0.561879	-0.520832	-0.392317	-1.77259	0.345775	0.16665	0.584963
YBR182C-A	0.169925	-0.11757	0.64075	-1.736966	-1	1	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.925999	-0.960472	0.668379	-0.544321	-0.206451	0.106915	0.706269	0.59309	1.742504	-2.775294	-0.459432	-2.392317	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.25634	0.341037	-0.559427	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.308122	-0.186413	0.628031	-1.280108	-0.29956	0.169925
YML069W	-0.169925	1.612977	0.5025	0.548621	0	0.321928	0.00E+00	0.00E+00	0.00E+00	-2	-2.514573	-2.371969	-1.04891	2	-0.189478	0.826668	0	-0.115477	-0.129768	0.421138	-0.08017	0.324525	-0.176427	0.05153	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.445805	0.321803	-0.153805	-0.410465	0.133267	-1.067114	-0.782409	-2.070389	-0.5025	0.263034	-1.247928
YJL027C	0.305345	0.008462	0.536753	0.15978	-0.437809	0.06301	-0.366782	-0.121991	-0.160465	-1.693897	-1.152003	-0.923379	0.813715	0.253187	0.267322	-0.965235	-1.230006	-1	-0.607683	-0.270961	-0.288431	0.758182	-0.373678	0.258312	0.273834	-0.065341	-0.054862	-0.098302	0.276012	0.081794	0.075949	-0.290838	0.241661	-0.44728	0.491728	-0.240051	1.019365	-1.127756	0.311461	0.713477	-0.028428	-0.335184	-0.026152	-0.42553
YIL099W	0.365284	-0.847997	0.27208	0.750972	0.254573	0.316027	-0.465411	0.197301	-0.432959	-1.724893	-1.978626	-1.39486	-0.748128	0.728698	1.087463	-0.190606	0.185215	-0.505235	-1.687324	-0.820676	-0.432315	0.540133	0.61471	0.39267	0.063776	0.042525	0.59773	0.301269	0.053439	0.600593	-0.814968	-0.807355	-1.073249	0.00E+00	0.00E+00	0.580983	0.208108	-0.35925	0.032421	-0.44387	0.184425	-0.122484	0.386058	-0.142019
YML050W	0.347384	0.013175	0.088704	0.171046	0.165586	0.16753	-0.456858	-0.227234	-0.551642	-1.136137	-1.390459	-0.641952	-0.468844	-0.589912	-0.652077	-0.240263	-0.947213	-0.551303	-0.408806	0.279795	-0.255115	0.031251	-0.124588	-0.065998	0.273834	-0.130167	-0.122656	0.238348	-0.383741	-0.138236	-0.045189	0.366128	0	-0.554195	-0.152735	0.266336	0.378934	0.659201	0.042366	0.152003	-0.178457	0.299208	-0.152003	0.283172
YPL172C	0.210767	-0.054448	-0.126757	-0.359081	0.119299	-0.510195	0.351844	0.063326	0.508341	-2.624491	-2.969626	-0.459432	-1.899473	-1.176878	-1.034765	-0.450166	-0.461904	-0.510615	-0.844349	-0.607683	-0.274175	0.820021	-0.403065	0.047697	-0.410933	0.402098	0.40632	-0.089267	0.784832	-1.514573	0.114333	0.375509	-0.077168	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.038474	-0.510195	-0.604071	-0.135655	-0.153805	0.076351
YBR164C	0.173261	0.252032	0.262386	0.139403	0.378172	0.453086	0.186999	-0.044987	0.339486	-1.642448	-1.488286	-0.967579	-1.166358	-0.852443	-1.1127	-0.530515	-1.265503	-0.43472	-0.457045	-0.053061	0.113211	0.197383	0.099175	0.016363	-1.123989	-0.655665	-0.770132	-0.172364	0.330149	-1.476651	-0.42414	-0.596644	-0.553254	0.137683	-0.048146	0.903785	0.514573	0.086218	-0.281771	0.070389	-0.218535	-0.073764	0.259243	0.245625
YEL050C	0.570316	0.125531	-0.040077	-0.101283	0.029146	-0.070389	0.00E+00	0.00E+00	0.00E+00	-1.222392	-2.750022	-0.652077	0.042435	-0.22456	-0.378512	-1.991387	-0.718229	-0.748461	-0.109878	-0.246161	-0.483816	-0.32681	1.154723	-1.284615	-0.29956	0.152003	-0.254317	0.00E+00	0.00E+00	0.00E+00	-1.043069	-1	-0.584963	0.030768	-0.678197	-0.238512	0.192645	-0.736966	0.647328	0.442358	0.49783	0.206451	-0.418404	-0.066598
YBR211C	0.207233	-0.39689	-0.21901	0.143836	0.302184	-0.054862	0.00E+00	0.00E+00	0.00E+00	-1.658211	-1.957772	-2.291766	-1.016302	-0.693339	0.146841	-2.429508	-1.117836	-1.519374	-1.022601	-0.640458	0.558873	-0.535423	-0.254046	0.069963	-0.927068	-0.48089	-1.049753	-0.509014	0.106259	-0.050332	-1.729352	-2.078003	-0.530515	-0.601501	0.087338	0.454313	0.409763	-0.325027	0.628519	0.557218	0.727185	-0.154723	0.18786	-0.244538
YLR265C	-0.164189	0.128733	0.252643	0.224432	-0.035047	1.103836	-0.133524	0.459432	0.601228	-2.584963	-4.754888	-2.611435	-0.046886	0.336795	0.415037	-0.460361	-2.188204	0.397592	-0.744441	-0.485427	0.054448	-0.724027	0.159871	-0.251062	0.206451	0.248437	0.520832	0.432959	-0.428094	-0.337035	0.129283	-0.15451	-0.371448	0.223413	-0.133876	-0.03767	0.673772	1.292027	0.355762	0.059297	-0.158262	-0.195724	-0.049925	0.370112
YMR268C	0.031478	0.441838	0.415037	0.136062	0.186413	0.378512	-0.193641	0.007573	-0.173065	-2.485427	-2.736966	-3.137504	0.300081	0.469485	0.500074	-0.807355	-0.356935	-0.670692	-0.183446	0.520007	0.059706	0.038474	-0.415037	-0.028569	-0.233672	-0.14505	-0.689071	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.263034	-0.925999	-0.866733	0.728327	0.617752	-0.354431	-0.335603	0.16665	-0.148099
YKL195W	0.157541	0.109451	0.006232	0.724687	0.619926	0.78755	0.738332	0.522201	0.428458	-3.523562	-4.209453	-4.711495	0.501852	0.49976	0.554968	-1.472371	-1.108934	-1.33539	0.317389	-0.120559	-0.976916	-0.360043	0.138383	-0.057715	0.151533	0.177538	0.875245	-0.181562	-0.325486	0.515966	0.300754	0.286713	0.069421	-0.191625	0.48619	0.547849	0.52951	-0.109847	-0.015942	-0.21818	-0.350497	0.324235	0.085836	0.367277
YPR025C	-0.257496	0.226636	-0.157044	-0.006205	0.403897	0.051761	0.826732	0.45228	0.608284	-3.375039	-3.039528	-3.292782	0.847997	-1.099536	0.342392	-0.241339	0.026904	-0.154142	0.231947	0.24544	0.543974	-0.185389	0	0.292782	0.241758	0.121609	0.390071	-0.038328	0.37151	0.028289	-0.908208	-0.785875	-1.490747	0.088253	0.291968	-0.238512	0.082462	0.101086	0.189825	-0.103836	-0.249556	-0.346254	-0.126377	-0.170534
YGR140W	-0.179324	-0.051761	-0.169925	-0.756074	-0.86287	-0.95109	0.392317	0.664209	0.442782	-2.127112	-2.403722	-3.867896	-0.006886	-0.656592	-0.283793	-0.319372	-1.07215	-0.771114	0.488145	0.539408	0.534336	-0.150417	-0.132283	-0.070619	-0.317111	0.349267	0.398549	0.790772	0.180572	0.315958	-0.762501	-1.825971	-1.516576	0.509935	0.414913	-0.927149	-0.849094	-0.739348	-0.505575	-0.400538	-0.275634	-0.445411	-0.386125	0.149848
YBR104W	0.47592	0.812914	0.142019	-0.576789	-0.426815	-0.197939	-0.591816	-0.305065	-0.65085	-2.08092	-2.887525	-2.652077	0.00E+00	0.00E+00	0.00E+00	-0.601797	-0.078251	-0.253384	-0.038105	-0.238348	0.529496	0.614975	-0.639039	0.106199	-0.346278	-0.17662	-0.261741	-0.048461	0.996732	0.082699	-1.561879	-2.300395	-1.271302	-0.068768	-0.204265	-0.217059	0.296982	0.299145	0.399833	0.403098	0.322844	-0.202421	-0.005736	-0.169925
YNL220W	0.158065	0.041157	0.199156	-0.75336	-1.852443	-1.604071	-0.356935	-0.235696	-0.363199				-0.058417	-0.172061	-0.478231	-0.555519	-1	-0.156119	-0.059379	0.42711	-0.109624	-0.905535	-0.239466	-0.349334	0.131426	0.621488	0.913123	0.00E+00	0.00E+00	0.00E+00				-0.033363	0.314026	-0.147845	-0.472589	-0.494765	0.658384	1.108706	0.862496	-0.129283	-1.036526	-0.92785
YGR249W	0.187627	0.058215	-0.067114	-0.808737	-0.787903	-0.465343	0.064572	0.169426	-0.058894	-2.825971	-0.947533	-1.707819	-0.014573	-0.486698	-0.764941	-0.432192	0.510615	0.466176	-0.597629	-0.63743	-1.434628	-0.509788	0.035624	0.137504	-0.235771	-0.181711	-0.26829	0.308445	0.171136	-0.049952	-0.254421	-0.873088	0.206451	-0.232267	-0.152735	0.540568	1.200045	0.395342	-0.371023	-0.481299	-0.36995	-0.107506	-0.249359	-0.208317
YLR287C	0.415037	0.375291	0.242147	0.130061	-0.719892	0.036837	-0.380549	0.09542	0.029747	-2.567685	-2.209453	-2.722466	-0.674759	-0.183712	-0.504201	-0.121186	-0.444481	-0.165285	-0.728698	-0.844545	-0.538214	0.372371	0.111748	0.304855	0.866249	0.064369	0.137504	1.730393	-0.772048	-1.222392	0.264062	-0.103679	0.152003	-1.29116	-0.725502	-0.109918	0.490326	-0.828665	-0.518236	-0.179549	-0.907971	0.068713	-0.478654	0.37707
YMR257C	0.057611	0.123058	0.056382	-0.241661	-0.751321	-0.356431	0.47587	-0.804148	0.200594	-2.427421	-1.748938	-1.899836	-0.220794	0.556604	0.13217	0.053638	-0.747937	-1.191761	-1.991387	-2.051839	-1.482393	-0.083416	0.303781	-0.079727	-1.308549	-0.612977	-1.202629	1.292451	-1.802768	-1.641106	-0.058299	-0.256637	-0.236606	0.00E+00	0.00E+00	-0.333126	0.454902	0.098915	0.178053	0.016874	0.067904	-0.811555	-1.048363	-0.317029
YKR077W	0.131706	0.210035	-0.220909	-0.180035	0.223896	0.035405	0.500694	0.213544	0.132939	-2.156119	-0.924051	-1.444785	0.957772	-0.499926	-1.298967	-1.495695	-0.815575	-1.80408	-1.019365	-1.30355	-1.058894	0.139275	0.719892	0.150942	-0.115477	-0.060436	-0.212304	0.731041	0.439984	-0.355331	-1.169925	-1.215729	-2.889817	0.00E+00	0.00E+00	0.22097	0.074382	0.174605	-1	-1.473931	-0.849666	0.228734	0.347923	0.030762
YNL169C	-0.058103	-0.174498	0.088809	0	-0.117039	-0.485427	-0.391579	-0.11456	-0.725825	-2.616671	-1.658963	-2.584963	-2.238787	-0.115477	-1.874469	-0.75269	-0.575115	-1.007993	-2.226509	-2.959358	-2.514573	-0.887525	-0.622437	-0.449526	-0.784987	-0.591535	-1.61952	-0.651336	0.116024	0.532766	-0.696608	-2.029747	-2.336283	-0.632197	-1.25E-04	0.369757	0.395585	0.026351	-0.551242	-0.577309	0.242361	0.054743	-0.02284	0.478047
YML048W	-0.039801	0.069124	-0.026967	-1.197939	-0.949626	-0.545161	-0.539159	-0.867362	-0.534708	-0.642448	-1.073581	-1.62504	-0.715161	-0.5807	-0.43024	-0.485427	-0.596759	-0.429558	-0.498179	0.26976	-0.49	-0.178803	-0.730539	0.285091	-0.508791	-0.354229	-0.284031	0.693111	-0.421379	-0.608941	-0.672959	-0.189971	-0.681824	0.00E+00	0.00E+00	0.246161	-0.152851	-0.172837	-0.020272	-0.127039	-0.133088	-0.358135	-0.263034	-0.265345
YPL107W	0.557482	0.851575	0.640597	-0.247928	-0.326501	0.057715	0.314873	-0.038732	-0.083356	-1.127112	-0.819428	-1.124328	0.652077	-0.042886	0.212545	-0.604071	0.125531	0.263034	-0.847997	-0.604071	-0.642843	-0.580097	0.324622	0.579782	-0.876852	-0.467505	0.027221	0.899695	0.365455	0.483322	0.237283	0.363085	0.423056	0.668198	-0.941231	-0.205469	0.298341	-0.199309	0.029444	0.532874	0.014647	-0.089637	0.143364	0.020759
YEL017C-A	0.604071	0.320871	0.917107	-0.455679	0.023847	0.133267	0.00E+00	0.00E+00	0.00E+00	-2.402098	-2.514573	-1	1.613237	1.678072	1.984078	-0.548893	0.669851	0.054448	-1.70044	-0.04891	-2.066089	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.231443	1.088153	1.009419	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.547488	1.058894	1.77444	0.752072	0.788496	0.383329
YKR097W	-0.010268	-0.241008	-0.413789	-0.069124	-0.021	-0.18114	0.375099	0.215268	0.459892	-1.234905	-0.945257	-1.452127	0.920471	0.696405	0.285006	-0.560146	-0.07215	-0.916413	-0.853711	-0.686109	-1.043069	0.112475	0.122484	0.348563	0.290471	0.257621	0.45707	0.552541	0.470686	0.620586	0.208186	0.270648	0.345135	0.020041	0.193699	0.460552	0.230884	-0.255779	-0.140974	0.005647	-0.36542	-0.014697	-0.240094	-0.042909
YGL154C	-0.5025	-1.096215	0.062736	-0.253757	-0.549339	-1.161463	0.065588	0.025763	0.156504	0.00E+00	0.00E+00	0.00E+00	-2.146841	-1.544321	-2.747234	-0.596644	-0.604862	0.509014	-0.378512	-0.710493	-1.121991	0.125531	-0.192645	-0.070389	-3.273018	-0.710493	1.765535	0.00E+00	0.00E+00	0.00E+00	-0.054448	0.036526	-0.176878	1.445805	-0.526194	0.00E+00	0.00E+00	0.00E+00	1.009102	0.473252	0.959358	-0.125531	-0.237039	0.485427
YLR179C	-0.628031	-1.096573	-0.178706	-0.509014	-0.304855	-0.794681	0.133267	0.053638	0.198226	1.830075	0.093109	0.321928	-0.597563	-1.181607	-0.54157	-1.222392	-1.182203	-0.530515	-0.321928	-0.706269	-1.090603	-0.154723	-0.356144	-0.850622	-2.292782	-0.791413	-1.129283	0.580624	-0.183712	-0.175442	-0.260528	-0.562936	0.120854	0.00E+00	0.00E+00	0.523562	0.308122	0.488747	-0.415037	0.071259	-0.181838	0.331514	-0.199672	0.19592
YKL021C	0.120056	0.216679	-0.093782	0.215168	0.056425	0.088266	0.01603	0.238512	-0.115477	0.343954	0.019452	-0.164696	-0.242857	-0.666677	-0.862981	-1.195348	-0.060542	-0.705817	0.039393	0.252242	0.384664	-0.364516	-0.399144	0.81883	-0.475733	0.261414	0.582824	-0.096962	-0.214125	-0.138279	-0.303192	-0.495695	-0.36257	1.030768	-0.319743	0.385654	1.08573	0.346973	-0.050626	-0.237612	0.684843	0.275942	0.404066	0.289507
YPR066W	0.597481	0.647698	0.471232	0.272372	1.482393	0.273761	-0.147342	-0.228146	-0.209983	0.5281	0.36257	1.005999	-0.291399	-1.25634	-0.667101	-0.284977	0.496676	-0.807355	0.773724	1.083141	-0.11832	-0.45391	-0.276654	0.521346	-1.285402	-0.263034	0.109624	1.788496	0.017278	-0.198329	-1	-1.584963	-1.137504	1.182771	-2.056708	0.256775	0.417318	2.110747	-0.025995	-0.066089	0.674905	-0.321928	0.612977	0.246161
YKL183W	0.547488	-0.061401	0	0.161463	0.027745	0.217231	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.482152	-0.210218	-0.08153	-0.724366	-3.153805	-0.137504	0.878009	-1.123989	-0.575502	0.00E+00	0.00E+00	0.00E+00	-0.775294	0.390459	-0.038474	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.121306	0.169925	0.537657	-0.326501	-0.55141	-0.181838	-0.421138	-0.617752	-0.599038
YOR310C	-0.148863	0.047306	0.289507	0.473931	0.301656	0.232661	-0.129283	-0.30189	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.201634	-0.313158	0.50696	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	-1.874469	-0.415037	0.00E+00	0.00E+00	0.00E+00	-1.765535	-0.70044	-2.169925
YLL028W	-1.087463	-0.106915	-1.106915	0.536053	0.106915	0.152003	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-2.050626	-3.584963	0.584963	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.356144	-1.084064	-0.253757	-0.85561	-1.285402	-0.251539	-2.722466	-1.807355	-2.241008
YLR253W	-0.141044	0.312468	-0.121015	-0.194503	-0.113211	-0.214739	-0.660514	-1.838719	-0.884523	0.00E+00	0.00E+00	0.00E+00	0.78182	0.420843	0.095307	-0.956057	-0.386183	-0.504043	-2.015597	-2.227806	-0.485427	0.086415	-0.061401	-0.053439	-0.052741	0.12063	0.592122	-0.354843	0.498806	0.750022	0.271805	0.630243	-0.087948	0.00E+00	0.00E+00	0	-1.584963	0.352302	-0.06413	0.037153	-0.274175	-0.052467	-0.267933	-0.056584
YNL213C	0.189991	0.343653	0.075642	-0.358454	0.246161	0.052467	0.00E+00	0.00E+00	0.00E+00	0.058103	-0.059706	0.876852	0.868623	0.837133	0.650717	-1.047306	-0.839535	0.547488	-1.468149	-1.440573	-0.691878	-0.70044	0.145198	1.335603	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.321928	-0.594744	0.030374	-0.230298	-0.381871	-0.68966	0.093109	-0.485427	-0.469485
YGL209W	-0.418373	-0.13179	-0.560888	0.335535	0.624133	0.559872	-0.478834	-0.111645	-1.30189	0.258656	0.413502	0.463618	-0.505019	-0.143989	0.426009	-0.277266	-0.406854	-0.636231	-0.793234	-0.815743	-0.975478	-0.469774	-0.392076	0.160773	0.214809	0.345135	-0.038183	0.223656	0.712663	0.148576	-0.273761	-0.290838	0.142019	0.423779	0.021294	0.398736	-0.337035	-0.026089	0.1127	0.013762	-0.298991	-0.478191	-0.393958	-0.202556
YBL010C	0.104157	0.205942	0.250808	-0.351472	-0.152003	0.773724	-0.154171	-0.151433	-0.265189	0.507795	-0.088809	0.966833	0.641546	-0.334695	-0.340624	-1.925999	-0.371969	-2.066671	-0.639118	-0.314873	0.083658	-1.115477	-2.104337	-1.424498	-0.04093	0.049582	0.747692	0.909802	0.378512	0.545741	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.303801	-0.373458	-0.748461	-1.632268	0.09163	0.172837	0.154723	-0.140863	0.060121	0.257158
YBL011W	0.358793	-0.302987	-0.19885	0.133088	-0.302761	0.031195	-0.495695	-0.928917	-1.128584	-0.011315	-0.438121	-1.018072	0.157541	0.594094	-0.085056	-1.153246	-0.041139	-0.393976	-0.238572	-0.404696	0.064449	-0.293731	-0.114966	-0.013175	0.219218	0.253975	0.093918	0.106451	0.266393	-0.221172	0.523562	0.023459	0.311944	-0.051695	-0.86723	-0.493607	0.163286	-0.260709	0.033167	-0.409876	-0.11171	-0.370224	-0.210645	0.016
YGL013C	0.13493	-0.160465	0.055495	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	-1.647698	-1.459432	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.678072	-1.485427	1	0.00E+00	0.00E+00	0.00E+00	-0.70044	0.889817	1.729352	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.540568	-1.557995	-0.678072	-0.275634	-0.381871	-0.052467	-1.280108	-0.459432	-1.241008
YNL177C	0.321928	0.690672	0.32681	-0.704544	-1.275634	-0.152003	0.00E+00	0.00E+00	0.00E+00	0	-1	-1.552541	0.498454	0.528928	0.844881	-3.247928	-0.398549	-2.70044	-1.722466	-2.268489	1	-0.906891	-1.557995	-0.180572	0.374066	0.276124	1.437405	0.00E+00	0.00E+00	0.00E+00	0.562936	0.796467	0.797013	0.00E+00	0.00E+00	-0.190331	-0.278716	-0.596644	-0.744161	0.429684	-0.089267	0	-0.332575	0.146841
YNL167C	-0.577658	-0.47478	-0.08017	-0.526629	-0.543142	-0.338169	-0.616973	-0.567414	-0.59561	-0.858723	-0.319937	-0.168554	-0.693215	-0.330541	-0.598446	-0.103311	-0.296201	-1.098355	-0.495077	-0.568512	-0.780687	-0.752072	-1.934112	-1.128105	1.056689	1.157541	1.760146	-0.372302	0.154612	0.072851	-0.187773	-0.518754	-0.289827	-0.14702	-0.085621	-0.44514	-0.555816	-0.917107	-1	-0.945034	-0.524336	-0.215729	-0.507687	-0.450084
YPR004C	0.072408	-0.066875	0.323221	-0.123872	-0.123515	0.38109	-0.708537	-1.295456	-0.021695	0.433719	0	0.429784	-0.615336	-0.66015	-0.317482	-0.450166	-0.205029	-0.900464	0.500822	0.607899	0.544139	-0.02061	-0.213174	-0.199609	-0.347923	-0.289507	0.028855	-0.105493	-0.420255	-0.138236	-0.20114	-0.048255	-0.679822	-0.061155	0.691037	0.291049	0.453173	0.180208	0.116253	0.374745	-0.793549	-0.387023	0.084612	-0.186769
YJL184W	0.347522	0.089267	0.02369	0.243426	0.336827	0.541241	-0.690316	-0.487081	-0.280416	0.496383	0.736168	1.177827	-0.411497	0.256014	-0.093714	-0.795415	-0.435546	-0.591418	-0.143419	0.114367	0.946561	-0.086805	0.028664	0.220769	0.18717	0.184425	-0.208587	-0.194503	-0.506107	0.026232	0.48375	0.060968	0.083999	-0.051695	-0.381804	-0.176878	0.866733	0.019262	-0.386656	-0.08049	-0.215729	-0.014121	0.231326	0.131245
YNR040W	0.095157	0.066427	-0.117458	-0.403578	-0.754888	-0.424351	-0.484411	-0.552541	-0.247928	0.217152	0.554374	0.553888	-0.092194	-0.360043	0.380744	-0.278156	-0.378512	-0.634129	0.297179	0.318719	0.58671	-0.235813	-0.552901	0.039966	-0.030192	0.031972	0.21864	-0.70732	-0.153805	0.4714	0.456955	-0.076351	-0.159282	-0.416691	-0.526194	0.840343	0.659345	0.297179	-0.249978	-0.169925	-0.184154	0.077022	-0.018379	0.070145
YER022W	0.584963	0.955606	0.616671	1.807355	0.192645	2.247928	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.584963	-1.29956	-2.032421	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.678072	-5.357552	-0.807355	0.00E+00	0.00E+00	1.70044	0	-1.747234	0.00E+00	0.00E+00	0.00E+00	-0.304855	0.387023	-0.616671
