UID	BC187_Avg_log2_Fitness_Score	BC187_FDR	BY4743_Avg_log2_Fitness_Score	BY4743_FDR	DBVPG1373_Avg_log2_Fitness_Score	DBVPG1373_FDR	NCYC3290_Avg_log2_Fitness_Score	NCYC3290_FDR	Y12_Avg_log2_Fitness_Score	Y12_FDR	Y2209_Avg_log2_Fitness_Score	Y2209_FDR	Y389_Avg_log2_Fitness_Score	Y389_FDR	Y7568_Avg_log2_Fitness_Score	Y7568_FDR	YJM1273_Avg_log2_Fitness_Score	YJM1273_FDR	YJM1389_Avg_log2_Fitness_Score	YJM1389_FDR	YJM1592_Avg_log2_Fitness_Score	YJM1592_FDR	YJM978_Avg_log2_Fitness_Score	YJM978_FDR	YPS128_Avg_log2_Fitness_Score	YPS128_FDR	YPS163_Avg_log2_Fitness_Score	YPS163_FDR	YPS606_Avg_log2_Fitness_Score	YPS606_FDR
YHR059W	0.312033931	0.001315971	0.111608227	0.161897024	-0.079101804	0.478306327	-0.029755099	0.898040514	-0.82526783	0.0000323	0.223524343	0.247803897	0.171818854	0.144903252	0.273852249	0.0000307	0.172710091	0.221034704	-0.20546668	0.181569586	0.186672365	0.286244019	0.441211993	0.002169218	0.282338149	0.180642029	0.153210079	0.059053229	0.586927359	0.501286577
YHR060W	-1.303975395	0.000821153	-1.751286823	0	#N/A	#N/A	-2.688516924	0.000336915	#N/A	#N/A	#N/A	#N/A	-0.64278112	0.106504906	-2.843273649	0.000000000375	-4.974937501	0	-1.143340065	0.011620073	#N/A	#N/A	-4.571574173	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YHR061C	0.507109945	0.000000222	0.375096122	0.0000905	-0.281793169	0.002412834	-0.072832043	0.823670644	-0.423364268	0.088083355	0.102686052	0.704133582	-0.100769187	0.46736697	0.330207713	0.0000468	-0.050250748	0.755874732	-0.118252294	0.474950696	-0.284037677	0.150587193	0.544461413	0.000923972	0.020353888	0.927876774	0.146422733	0.242181489	-0.397423582	0.692825908
YHR064C	-0.206002207	0.218722641	-0.16754202	0.335977258	-0.521646375	0.00000496	0.252523495	0.568863035	-1.457065287	0.000263651	0.331406186	0.254277095	0.186135412	0.360431781	-0.077020855	0.509150191	-0.463221876	0.065209015	-0.609696084	0.000661836	-0.18494416	0.510816798	-0.233255599	0.611239154	-0.541414865	0.069080291	-0.655945808	0.001045659	-5.206495459	0.00000761
YHR065C	0.009883925	0.94700385	0.149222084	0.306416162	-0.096670756	0.185504919	-0.46552203	0.152510412	-1.328592619	0.0000000128	0.085054376	0.751298082	0.011152289	0.950129699	0.106793744	0.288110848	-0.596552565	0.002068044	-0.669225099	0.0000512	0.382046318	0.03180091	0.138024556	0.593476311	-0.657328696	0.020029253	-0.636908536	0.00000515	0.388767899	0.670251531
YHR066W	-0.253975014	0.091132446	-0.633890342	0.00000995	-0.565082099	0.000660645	0.018792511	0.970766954	-2.616946938	0	-0.617350796	0.023715578	-0.528866648	0.01853184	-0.19440424	0.162815757	-0.356807825	0.234791864	-1.275645312	0.000000134	0.075442759	0.87534232	-0.085547419	0.755306248	-1.36438732	0.00468655	-0.927514371	0.0000101	-0.669767355	0.612865758
YHR067W	0.468820317	0.005546985	-0.324070372	0.03436786	-5.48185485	0	-1.993983887	0.000014	-0.591071416	0.065887823	0.056110096	0.865389669	0.036126133	0.889779065	-0.27180207	0.021653073	-1.008379368	0.001011204	-0.709113887	0.000160963	0.280901271	0.407715506	-0.107288364	0.784022312	-1.428705127	0.001459682	0.141999465	0.205403557	-0.918715795	0.298325852
YHR070W	-0.219330239	0.125226429	0.23147845	0.024581399	0.009902862	0.977448277	0.15582704	0.603662815	-0.664304185	0.013860812	0.124273372	0.788653085	-0.375824338	0.039903062	-0.267923166	0.054309526	-0.089037086	0.718988005	-0.386936097	0.040419828	-0.110075064	0.710776864	0.076589255	0.814817879	-1.542517976	0.001452572	0.482310073	0.00000505	0.200467343	0.839197655
YHR071W	-0.903516917	0.0000182	0.267597797	0.125533689	-4.688920644	0	-0.104830782	0.594550297	-0.432788062	0.299821477	-0.421952102	0.264320547	0.394170062	0.110978261	0.44373137	0.000267918	0.145867111	0.566290652	-0.122019516	0.594022495	-0.411688615	0.118021478	0.136095486	0.723436501	0.169513272	0.645994868	-0.768885678	0.00000454	-0.805282713	0.413763209
YHR072W-A	0.484609736	0.0000384	-0.151158808	0.509188257	-0.206758872	0.289111646	-0.128030026	0.823018471	-0.918354277	0.001548323	0.286547718	0.334259369	0.409200411	0.040575351	0.408339853	0.0000136	0.064312222	0.743156243	0.130167745	0.5506244	-0.111541819	0.652642807	0.537262808	0.034738242	0.327849232	0.246284905	-0.116096821	0.53548737	-0.193637985	0.914764184
YHR073W	-1.258852803	0.0000000837	-0.327866819	0.043168649	-1.204680123	0	-1.917592784	0.00000481	-2.03071737	0	-0.586244704	0.04342473	-0.744751274	0.000513349	-0.515789108	0.0000021	-0.807976392	0.000706238	-1.552217502	0	0.08678977	0.82111867	-0.941663013	0.001004521	-1.137632367	0.002644099	-0.384289406	0.0659598	#N/A	#N/A
YHR074W	-1.174233491	0.00501582	0.039563788	0.889812797	#N/A	#N/A	-1.071855889	0.031289442	-0.592555535	0.193567052	-0.649857428	0.3202709	-0.264716115	0.449617838	-1.035373396	0.000452211	-4.967521181	0	-0.330595835	0.270067373	-0.56940605	0.259233935	-1.777918117	0.000398977	#N/A	#N/A	-0.811379199	0.025019983	-0.676379151	0.481959992
YHR075C	0.021453481	0.918917221	0.258330056	0.005021151	0.216088284	0.249178724	-0.72861883	0.00790122	-1.245358207	0.00000111	0.07531168	0.854801541	-0.144838819	0.453582086	0.176777874	0.086124574	-0.239170224	0.299575051	-0.410184804	0.018562869	0.3510652	0.118693224	0.225103483	0.387114349	-0.007560287	0.990499659	-0.171404246	0.305555128	-0.60412899	0.53311619
YHR076W	0.149837614	0.245243374	-0.096299508	0.328712919	-6.194921454	0	-1.219678863	0.000000143	-0.917048859	0.00020173	0.157382921	0.592545573	0.379376072	0.00193006	0.091846678	0.39014115	-0.351862611	0.101420347	-0.313698301	0.086901202	0.167761915	0.522401307	-0.036557746	0.872907145	-0.034577884	0.930584838	-0.144453618	0.251030181	-0.648843769	0.472525037
YHR077C	-0.242489317	0.224806934	-0.447455695	0.001467607	-0.403279097	0.017323524	-0.205775363	0.581932683	-1.045125592	0.034722861	-0.128580815	0.830409494	-3.330704073	0	-0.966373406	0.000000223	-1.645734958	0.000456404	-0.485945645	0.082480308	-0.860445543	0.091161055	-0.324377228	0.32462822	-0.878924655	0.144645937	0.085801408	0.75547564	-0.158200318	0.880338675
YHR081W	0.656219263	0	0.237948104	0.00713672	-0.665563313	0.000000978	-0.869845964	0.000361939	-2.026067778	0	0.325922881	0.179125996	-0.192355479	0.412151954	0.106802781	0.398002452	0.242117376	0.123359634	-0.568266715	0.002590186	0.109345719	0.64366305	0.334065093	0.074908376	-0.242628698	0.514721644	-0.048084839	0.719556329	-0.44094182	0.625420551
YHR082C	-0.807625104	0.000000992	-0.803688086	0.000000000192	-1.450208862	0	-2.762104431	0	-2.625900605	0	-0.570159837	0.01181556	-0.959249262	0.00000259	-0.230019958	0.035233842	-0.425706599	0.053134471	-1.544171536	0	-0.070283638	0.840214353	-1.409668129	0.000351578	-0.94793558	0.01156484	-0.807709892	0.0000389	-0.285894995	0.78581495
YHR083W	-1.867933048	0	-0.287646627	0.027192006	-0.303153502	0.049639605	-0.641953758	0.101567612	-1.264773474	0.000000632	-0.512790647	0.101295741	-1.38004406	0	-0.677625976	0.00000000455	-1.101583819	0.0000537	-0.045856269	0.820965509	-0.328800066	0.221280762	-0.755417311	0.004787175	-0.36637404	0.273366698	-0.577152343	0.00000602	-1.252239445	0.325574998
YHR084W	-0.998664371	0	-1.328207907	0	-0.409004112	0.000158387	-0.684006472	0.102299763	-2.320057899	0	-0.839355113	0.001769914	-1.742733559	0	-0.665757829	0.000000000793	-1.084653057	0.0000254	-1.418015654	0	-0.276206094	0.36252108	-0.929079311	0.0000892	-3.201606087	0	-0.912663395	0.0000000018	-0.375212237	0.714109276
YHR086W-A	-0.036869961	0.850560213	0.370108105	0.000121939	0.289818643	0.012217091	-0.4444066	0.143385151	-0.511327686	0.03614915	0.292248251	0.274278164	-0.315233008	0.168393956	0.49116936	0.00000862	0.218248408	0.252768927	0.118160878	0.505290347	0.021258568	0.941728858	0.354182828	0.093399509	0.309419501	0.370150626	-0.102897237	0.496184123	-0.333623543	0.759311214
YHR087W	0.580658548	0.00000000452	-0.14841717	0.186541854	-1.438714105	0.00000000228	-0.796321388	0.021664429	-1.28359417	0.0000000122	0.388928301	0.098724087	0.573507051	0.00000323	0.576892356	0.000000000103	-0.224252792	0.253859699	-0.329416954	0.076824702	0.247432798	0.276801266	0.203933519	0.523182287	0.007977276	0.97949811	-0.297582833	0.028052857	-0.198280313	0.857695392
YHR088W	0.134213068	0.308066426	0.06497404	0.581269978	-0.633007308	0.000000482	-0.223802027	0.352633619	-1.133798857	0.000011	0.486242499	0.072329283	-0.008503906	0.962707324	-0.053951314	0.650657611	-0.24743648	0.15901357	-0.694494362	0.000334552	-0.197727669	0.477393162	-0.23986821	0.411515862	0.001243412	0.98641849	-0.130955311	0.396319115	-0.286094876	0.783968453
YHR090C	0.138331008	0.437996021	0.070541336	0.696898209	-0.164538031	0.282331185	-0.170301142	0.689907178	-1.373630302	0.0000257	-0.126074078	0.714443471	-0.111320042	0.663771871	-0.101152347	0.472406694	-0.433246038	0.109519864	-0.732428629	0.000872362	-0.241584803	0.385379894	0.223565675	0.455465669	0.764914286	0.003970484	-0.350492359	0.07032895	-0.52251648	0.573858664
YHR091C	-3.636849682	0	0.723308334	0.007975616	#N/A	#N/A	#N/A	#N/A	-1.529414824	0.002646751	-0.304928342	0.542977969	-1.095592814	0.00273965	-0.116074946	0.553281535	-1.727464784	0.00000968	-0.692127039	0.048133675	0.33233496	0.571886334	-1.117252707	0.013984923	0.412817455	0.398650722	0.293999256	0.226817787	#N/A	#N/A
YHR092C	-0.450680365	0.00000361	-0.077462367	0.469095782	-0.350330026	0.000125211	-0.497637677	0.051983663	-0.589717721	0.004944869	-0.128157244	0.588650799	-0.041293688	0.781766664	-0.114972458	0.195841894	-0.106546495	0.476341343	-0.131796396	0.415961469	-0.196846715	0.343707567	0.07406575	0.71616987	-0.146738438	0.559747953	0.025980497	0.813146482	-0.141897635	0.882789896
YHR097C	-0.259193927	0.129485036	-0.432346247	0.009394057	-0.828290399	0.000224695	-2.653173007	0.0000135	0.99327631	0.00000554	0.686572087	0.012937211	0.04246856	0.864852722	-0.271154704	0.058805791	-0.811672508	0.088245593	0.205336076	0.227054905	0.471406937	0.022287834	-0.53190365	0.169362821	-1.415243319	0.00775177	0.125280377	0.475711357	-0.216651124	0.841999437
YHR100C	0.153808831	0.297857285	0.503569155	0.000000000874	0.101099887	0.383418268	-0.243906496	0.477000788	-0.407066597	0.065332759	0.458108105	0.073995353	0.227086905	0.184293368	0.561608518	0.000000053	0.633772255	0.0000596	0.328004063	0.045684068	0.281314678	0.12447761	-0.100792439	0.788487538	0.726784446	0.000782905	0.23919103	0.017737924	-0.065216186	0.957588009
YHR101C	0.323253474	0.005058987	0.286212967	0.001982322	-0.028809436	0.750569236	-1.5017201	0.0000476	-1.216994389	0.000000915	-0.047389098	0.872171275	-0.234555734	0.173134504	0.259056601	0.013451155	-0.257202068	0.145355361	-0.36153366	0.028791788	-0.043779764	0.882329293	0.174713814	0.548304191	-0.26208122	0.442484217	-0.09660689	0.539940531	-0.09157429	0.936671766
YHR107C	0.06116003	0.805324383	0.141821581	0.498346569	-4.935449409	0	-2.9506215	0.00000000344	1.704134392	0	0.205835657	0.762696681	-0.024751757	0.945080783	-0.196406379	0.274476508	0.278011115	0.293134598	-0.09164069	0.708689902	-0.255507091	0.612730356	-0.07017636	0.840962083	-0.805084144	0.179333194	-5.356406326	0	#N/A	#N/A
YHR108W	-0.185287127	0.625967761	-0.058409162	0.7472715	#N/A	#N/A	-0.745069218	0.102299763	-1.135694417	0.032270554	#N/A	#N/A	1.056520109	0.0000284	-0.130009012	0.759662307	#N/A	#N/A	0.55270268	0.192390723	-0.061695909	0.941728858	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.060910359	0.964705506
YHR109W	-0.14268845	0.271031378	-0.026126091	0.878970006	-0.995135406	0	-1.239871716	0.0000827	-1.308477516	0.0000217	0.178307779	0.503649867	0.199382719	0.18663362	-0.436078882	0.0000285	-0.528036719	0.020954507	-1.325302225	0.000000000194	0.29791423	0.181150494	-0.218170113	0.575964629	-0.17151891	0.530062653	-0.475489422	0.000632485	-1.365726552	0.064110738
YHR110W	0.392645497	0.000209471	0.228338515	0.015380233	-6.08158468	0	-0.71492369	0.040699319	-1.449107959	0.000000068	0.121854686	0.705953065	-0.257488648	0.110826401	0.095734667	0.378110269	-0.177528342	0.38689858	0.196171667	0.301818545	0.119476058	0.660110387	-0.172362763	0.593639853	-0.070839695	0.840857634	-0.066304307	0.665293691	-0.155870798	0.898400778
YHR111W	0.251284831	0.276594165	-0.131752988	0.659542139	-0.336880002	0.050581337	#N/A	#N/A	-0.36628469	0.418948616	0.571456684	0.140874427	0.333915405	0.24928885	0.444893961	0.002588466	0.27832609	0.345782499	0.239556443	0.322213211	-0.300595516	0.445629342	0.177606345	0.576960528	0.202232311	0.677868402	0.517833823	0.000184031	-0.032191142	0.978025637
YHR112C	-0.074992721	0.606869219	-0.056338811	0.658439668	-0.485862261	0.000000121	-2.000101922	0.0000000782	-0.18244426	0.524062337	-0.14783502	0.615162637	0.280260511	0.027337483	-0.086337863	0.436907977	-0.787936115	0.001563844	-0.379344549	0.022369969	-0.132804386	0.610937098	-0.027202266	0.921378272	-0.155268316	0.628702237	-0.18809357	0.183268684	-1.236959719	0.138505834
YHR113W	-0.126698681	0.42595306	0.300781716	0.001469592	-5.951058505	0	-0.351901327	0.169435418	-1.329559332	0.000000108	0.005494328	0.986251718	-0.244885667	0.154879065	0.009911717	0.938531873	0.116282279	0.530182432	-0.820905636	0.00000955	0.003859735	0.98559585	0.428013427	0.015659804	-0.686589683	0.033918584	0.137187336	0.261064475	-0.993742317	0.252343437
YHR114W	-0.195223418	0.093926567	0.006605076	0.962657793	-0.722382022	0.000000699	-0.099583924	0.749399822	-1.319011858	0.00000000782	-0.078028927	0.819987587	-0.247315402	0.100542074	0.047577254	0.693260611	-0.951285407	0.00000319	-0.609362968	0.000265499	0.104379855	0.685626961	-0.025760473	0.9179705	0.290634365	0.293835801	-0.259245732	0.022698358	0.278081825	0.773431135
YHR115C	-1.193274592	0.000000000285	-0.709168214	0.0000000919	-4.404112919	0.00000000146	-1.763344607	0.00045944	-2.399097056	0.0000000151	0.414511257	0.155571257	-0.967548405	0.000199872	-0.103342816	0.501591034	-1.824481045	0.0000000115	-0.783503637	0.000263589	-0.81981054	0.028174484	-0.33695799	0.394354088	-2.722983097	0.0000000124	-1.427707582	0	-1.803791003	0.018858353
YHR117W	-0.673796222	0.00000151	0.164323347	0.148970836	-1.408175067	0	-1.711236429	0.0000178	-2.213820547	0	0.156806167	0.577840416	-0.019661582	0.910574362	-0.249364482	0.015612729	-0.993114697	0.00026009	-0.992969531	0.0000000488	-1.990446069	0	-0.647256953	0.029167324	-0.771397246	0.012447474	-0.281688456	0.06483474	-0.581668117	0.540692137
YHR118C	0.254430679	0.346374149	0.451902046	0.028266434	-1.551187408	0.0000129	-0.610485887	0.197360032	-1.94324581	0.000603854	0.301197917	0.530803272	0.590507605	0.137692083	-0.042172447	0.911135318	0.747251162	0.0780977	-0.760552049	0.052116364	0.3342069	0.610937098	0.073787578	0.857730935	#N/A	#N/A	0.174942678	0.561425717	1.154531993	0.317507337
YHR120W	-0.453858452	0.008512754	-0.304675592	0.062700925	-1.033185887	0.00493574	-0.763570793	0.117801625	-1.702449374	0.0000201	-0.178968004	0.69750817	-0.631763808	0.016050939	-0.673631446	0.00000329	-0.267325797	0.37180839	-0.509793791	0.020106314	0.192130572	0.679419762	-0.195396706	0.474650755	-0.922403573	0.124541527	-0.617756702	0.001229682	#N/A	#N/A
YHR121W	0.028999641	0.843930728	0.205831853	0.041305346	-0.686479023	0.0000293	-0.560628284	0.040002762	-1.602639346	0	0.074711552	0.809010545	0.192399999	0.189967641	-0.028700386	0.80158036	0.096129722	0.519227389	-1.124639675	0.000000000384	-0.439581365	0.062745612	0.251402382	0.234758332	-0.801317273	0.004226667	-0.076945657	0.571870888	0.536183766	0.560165031
YHR122W	0.152584907	0.216139485	0.250887612	0.052413431	-0.184728094	0.111202771	0.533406389	0.194187995	-1.284788986	0.000000553	0.386523672	0.128063469	0.247665763	0.057892045	0.172834342	0.062448855	-0.226066567	0.166142004	-0.369705489	0.028843193	0.222616063	0.325168264	0.297083451	0.062021842	0.038043759	0.90163493	-0.124204976	0.390013135	-0.581868795	0.510784663
YHR123W	0.170544738	0.163180926	-0.074455586	0.558564726	-0.212717531	0.035624498	-0.793691486	0.005268856	-1.786847164	0	0.145778207	0.631595917	-0.54121194	0.0023768	0.105094609	0.306311235	-0.92123684	0.0000289	-0.842839807	0.00000322	-0.068496121	0.781752355	0.275227728	0.119138221	-0.403441772	0.124123829	-0.20292569	0.114392666	-1.66877536	0.029615416
YHR126C	0.430959744	0.0000254	0.386178253	0.00000879	0.26445653	0.087700189	0.799188524	0.003777347	0.244386691	0.155665196	0.429779844	0.034458299	0.231977749	0.106790451	0.475046294	0.000000011	0.005331255	0.992936044	0.560454986	0.000408924	0.497083163	0.000785458	0.528596767	0.004252471	0.552515374	0.020213318	0.496691511	0.000000569	-0.042902513	0.970093167
YHR127W	-1.094620018	0.0000953	0.126998117	0.413623045	-1.235864635	0.000000695	-1.095321296	0.025951712	0.30731088	0.54327974	0.419476234	0.194017029	0.275700654	0.31733132	0.221729305	0.141341951	0.284046312	0.316919184	-0.297119846	0.259044114	-0.246303205	0.523517311	0.290642308	0.41641112	-2.988085409	0.014894406	0.081777064	0.674748089	-1.944245291	0.045104798
YHR129C	0.1013282	0.410973273	0.183149542	0.030610504	-0.48979063	0.000335006	-0.303085808	0.209329297	-0.538954145	0.014325763	0.254606385	0.204998223	0.184936726	0.139155256	0.109465714	0.210110391	-0.340303691	0.046834505	-0.063129954	0.712408983	-0.32413625	0.06641081	0.023347144	0.921044819	-0.735163898	0.000897006	-0.287914538	0.035980584	-0.88013408	0.258695
YHR131C	0.006181191	0.970405865	-0.041847494	0.806749982	-1.196099222	0.001145807	-0.913147342	0.007235097	-2.57130403	0	-0.423104788	0.113499956	0.246552473	0.240413307	-0.289179503	0.026829182	-0.201294731	0.403245101	-0.904848728	0.0000671	-0.491153907	0.081969129	-0.259559119	0.444483853	-6.040212456	0	0.036240066	0.836344124	#N/A	#N/A
YHR132C	0.431165295	0.000523353	0.118450476	0.244402412	-0.133447963	0.258892894	-2.182361854	0.00000000379	-0.994300571	0.0000284	0.513130297	0.038876599	0.217061301	0.168393956	0.076579611	0.452822125	0.300376242	0.043610815	-0.950744465	0.00000039	0.383529518	0.043877863	-0.241096605	0.427648558	0.413526651	0.12808892	0.193002772	0.236809709	-1.147743925	0.204635289
YHR132W-A	0.284624034	0.020232567	0.010146954	0.917257899	0.613348857	0.00000634	0.313199864	0.515328024	-0.09397869	0.792933973	0.365765803	0.087962936	0.540983522	0.009724926	0.178710919	0.066369516	-0.318535935	0.592546786	-0.219634483	0.199085655	0.668427012	0.000170733	-0.238528613	0.48255433	1.037466598	0.00000133	-0.333224943	0.015842502	0.22458609	0.806788122
YHR133C	0.371312228	0.103081394	0.398995446	0.000251439	0.230366149	0.073317337	0.093792601	0.785755585	-1.198864814	0.007927974	0.305671404	0.405621911	0.232934269	0.357818981	0.207923981	0.240006381	0.080926344	0.794531624	-0.380460263	0.20060165	0.296949572	0.360480677	0.139534371	0.759630959	0.78009177	0.076544345	0.294555059	0.115810085	0.276462255	0.882789896
YHR134W	0.42860722	0.0000448	0.102309309	0.519516712	-5.566343383	0	1.291967361	0.0000000308	-0.430194751	0.082359338	0.283701381	0.258727393	0.068079359	0.718956509	0.212698487	0.030276088	0.43226341	0.001967075	-0.691662486	0.000309811	0.274522581	0.190232653	0.062567007	0.822461461	-0.395254568	0.152503706	-2.194925189	0	-0.598335338	0.492696263
YHR135C	-0.054837718	0.74686564	-0.152829632	0.351690883	-0.113679398	0.3674549	-1.062268457	0.021159025	-1.676018427	0.0000000172	-0.047075035	0.899718799	-0.389328698	0.080099603	0.041708385	0.71842917	-0.592976234	0.005991133	-0.691400427	0.00030605	0.011572617	0.974220219	0.39495576	0.085449275	-0.583252415	0.082270784	0.084321169	0.613403888	-1.309385903	0.201434972
YHR136C	0.576253466	0.0000499	0.243266128	0.126862286	-0.287855863	0.057104194	-0.225395976	0.510858982	-0.484944636	0.191814708	0.279348584	0.394444268	0.520723857	0.041721928	0.14736665	0.325438052	-0.364317121	0.233454652	-0.035543998	0.888278784	1.348167177	0.026218132	-0.5600112	0.226018133	0.277952924	0.487194862	0.132279526	0.394886021	-1.067546757	0.380960386
YHR137W	-0.572188134	0.04523292	-0.327685597	0.015365557	-1.266804342	0	-1.223455346	0.000773965	-0.388106918	0.335998132	-0.274853896	0.557558633	0.356106953	0.135196904	-0.650497839	0.004676488	-1.589220589	0.00011094	-1.450801121	0.00000143	-1.545144171	0.0000414	-1.03129256	0.028939322	0.349656822	0.541915573	-5.027272093	0	#N/A	#N/A
YHR138C	0.139253407	0.202192601	-0.339926702	0.000129822	-0.617335121	0.000004	-0.362903636	0.115233021	-1.836894823	0	-0.213112143	0.391014768	-0.429209402	0.001419809	-0.236244055	0.0169889	0.169735711	0.246830344	-1.021675398	0	0.092228137	0.689000973	-0.182765191	0.418321584	-0.351747313	0.222879485	-0.2800705	0.020901431	-0.337211597	0.702539337
YHR139C	0.340708068	0.001651155	0.246733084	0.014626831	-0.016953486	0.791568934	-1.411188798	0.000438067	-0.819874202	0.000391354	0.159867201	0.55493756	0.565400994	0.000000461	0.375852574	0.00000689	0.431831594	0.000369424	-0.127805482	0.471743871	0.294726034	0.129336262	0.401000168	0.008722574	-0.103763446	0.738113862	-0.385298975	0.035636803	-0.743139721	0.35799892
YHR140W	0.077222045	0.582439001	0.154343739	0.107106431	-5.765638736	0	0.215222987	0.337367344	-0.612191348	0.00859221	-0.107347466	0.690164136	0.254824917	0.062735709	0.48539346	0.000000517	0.119256048	0.538901381	-0.439550561	0.011586854	0.199175555	0.307963297	0.333080353	0.100488437	-0.586266733	0.100205843	-0.012983733	0.929786123	-0.025249748	0.980935332
YHR141C	-1.34546199	0	-0.679822011	0.00000000329	-6.157410241	0	-4.690866608	0	-6.116903008	0	-0.978492955	0.000354373	-2.400583353	0	-0.885537228	0	-3.690029664	0	-1.829280811	0	-1.347013305	0.00000000458	-1.004872941	0.000547459	-4.096872155	0	-2.556730113	0	-4.639279411	0.00000703
YHR143W	0.409824363	0.001386901	0.082851816	0.499579048	0.202229481	0.02474585	0.308534579	0.250322333	-0.826978423	0.005199223	-0.101018154	0.770639176	0.648175465	0.001121609	0.1432091	0.302225929	0.312107114	0.178152422	-0.051053187	0.799047881	0.088478717	0.773898904	0.146486609	0.624752584	-1.664680848	0.000474269	0.38301376	0.018740065	0.15710959	0.873745797
YHR143W-A	0.220933477	0.101582464	0.382243944	0.000029	-0.828706391	0.0000452	-0.200047243	0.476432573	-1.467238013	0.00000000171	0.123674786	0.71795321	-0.197039235	0.283997175	0.264741395	0.010683679	0.167211498	0.369727306	-0.343336023	0.086495865	-0.396586954	0.108982976	0.264652538	0.283616885	0.209620385	0.476884986	0.244370818	0.020747987	-1.10720821	0.25426526
YHR148W	0.311097394	0.044689936	0.150542771	0.407716745	0.302232663	0.15220229	0.626920167	0.098678742	-0.113333727	0.818400455	0.473986857	0.153528945	0.427280176	0.079869617	0.25151148	0.117404196	-0.002042436	0.989423483	0.543972565	0.005506272	0.742862725	0.039583576	-0.292301248	0.611239154	0.62575891	0.173717915	0.138192314	0.47813924	-0.304469035	0.783968453
YHR149C	-2.166385692	0	-0.545863463	0.062700925	#N/A	#N/A	-2.72417652	0.00000377	#N/A	#N/A	-0.341528546	0.650671782	-1.378669326	0.00401783	-0.200126235	0.602421437	#N/A	#N/A	-1.436183022	0.003658617	#N/A	#N/A	0.266089224	0.806039259	#N/A	#N/A	-1.27628437	0.00000459	#N/A	#N/A
YHR150W	-0.455855299	0.018358526	-0.013997515	0.916158113	-6.020906922	0	-0.103424452	0.687870495	-0.905082528	0.000256115	-0.118158819	0.71795321	0.092771516	0.553555375	-0.230097241	0.032719446	-0.3787995	0.085791791	-0.259363151	0.16560054	0.542645506	0.009519591	-1.081969562	0.000681005	0.525748688	0.053871498	-0.832620663	0.0000615	0.024414649	0.977296239
YHR151C	0.250700387	0.065127668	-0.077939996	0.468373795	-6.03103601	0	0.106320719	0.67363065	0.196503338	0.273926505	0.021627461	0.944070394	-0.255760973	0.164956816	0.071691621	0.536105027	-0.626055986	0.017452155	0.179520549	0.308519334	0.10742075	0.715269844	0.341938864	0.096864886	0.003993734	0.992326186	0.12071606	0.480784256	-0.283799561	0.759408475
YHR152W	-0.615484914	0.22532664	0.470356199	0.108891929	#N/A	#N/A	0.221010964	0.727722368	#N/A	#N/A	0.34864664	0.807402354	#N/A	#N/A	-0.007455938	0.91722603	#N/A	#N/A	-0.715452177	0.262038295	-0.986555117	0.103377448	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YHR153C	0.27393611	0.016989957	0.354648825	0.0000235	-0.021046829	0.882209953	0.379710595	0.132276819	-1.181657324	0.000000193	0.328352325	0.133641696	-0.15822981	0.337565	0.361007513	0.0000325	0.534868687	0.0000872	-0.155484851	0.354852944	0.358785482	0.051287576	-0.293562234	0.342290787	0.001709759	0.996118667	-0.329552852	0.043382567	-0.301339486	0.741126583
YHR154W	-1.572669299	0	-0.289872176	0.012151991	-5.557567189	0	0.232986591	0.362522336	-0.33208474	0.233718822	-0.544609576	0.276231193	-0.872597078	0.0000104	-1.442561576	0	0.024297957	0.935888008	0.210298665	0.339180269	-0.044952844	0.902295326	-1.793884216	0.000000563	-0.390745346	0.406046818	-0.32363506	0.243521595	-0.410876633	0.692825908
YHR155W	#N/A	#N/A	0.449379325	0.133344623	#N/A	#N/A	2.59393045	0	0.850493622	0.003772372	-0.50509905	0.422948624	1.333182841	0.00000352	0.24987908	0.325398721	#N/A	#N/A	-1.099689046	0.056833948	1.373122745	0.002037573	#N/A	#N/A	2.415804433	0.0000000337	#N/A	#N/A	#N/A	#N/A
YHR156C	-0.011494504	0.934696412	0.028803348	0.793420243	-0.285069344	0.055489077	-0.200772926	0.555894592	-1.646311787	0	-0.302506032	0.178816655	-0.290177642	0.095833444	0.114073627	0.310116074	0.042056747	0.89013744	0.16933504	0.408959547	-0.01961438	0.94124076	0.16962727	0.526458527	0.067257584	0.859492863	-0.113105302	0.404325331	-0.081166992	0.940282736
YHR157W	0.179661669	0.139004876	0.350915775	0.0000171	0.179191781	0.102302482	0.487030997	0.071102528	-0.899399581	0.0000552	0.253978317	0.250630359	0.054485783	0.749925882	0.135943664	0.180281623	0.282707115	0.047497025	-0.117009783	0.498375619	0.442258265	0.011617737	0.252156695	0.290456546	-0.526441757	0.11175684	0.221021166	0.127352037	-0.122587556	0.916872378
YHR158C	-0.151107388	0.428557855	-0.54531487	0.001973723	-1.060388061	0.000000346	-1.016516646	0.223400908	-0.937821337	0.001365404	-0.153738944	0.715385538	-0.074996806	0.672930297	-0.664720118	0.000000223	-0.39740233	0.119080936	-1.544818394	0	-0.635953624	0.039284686	-0.469397869	0.096457284	-2.398198173	0.0000321	-0.286962739	0.163749268	-0.044838033	0.974708573
